window 60,b,c,d,window 120,b,c,d,C_60_train,C_120_train
115,625,297,412,113,602,296,409,2,3
84,405,122,206,82,369,129,212,6,6
32,100,18,50,38,136,31,69,18,16
1,0,0,1,6,13,2,8,18,15
0,0,0,0,0,0,0,0,14,12
0,0,0,0,0,0,0,0,9,8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3,10,2,5,10,38,7,17,0,1
39,205,43,81,39,236,62,101,2,1
87,515,169,257,86,468,172,258,2,3
158,531,267,425,161,523,260,421,8,8
232,496,345,577,228,497,333,560,13,13
260,498,407,667,291,446,358,649,18,19
381,349,316,697,339,426,388,728,25,21
295,601,580,875,325,529,506,831,11,15
220,741,708,928,211,755,713,924,5,4
158,834,748,905,186,776,686,871,0,3
143,811,640,783,143,806,633,776,0,0
127,757,490,616,125,755,487,611,0,0
101,681,318,420,102,654,315,417,0,1
78,434,131,209,72,409,145,217,5,5
33,88,16,49,36,146,35,70,6,5
1,3,0,2,6,12,2,8,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,7,1,4,10,23,4,14,0,2
42,137,29,71,44,170,46,90,3,2
92,436,150,242,86,411,160,246,2,2
114,645,333,447,115,621,329,444,0,0
136,732,501,638,136,726,497,632,0,0
154,780,642,797,153,779,636,789,0,0
164,819,747,911,163,815,738,901,0,0
169,835,800,969,168,832,790,958,0,0
170,833,795,964,168,832,786,954,0,0
161,824,738,899,160,822,730,890,0,0
145,803,633,778,145,797,626,771,0,0
128,748,484,613,126,747,481,608,0,0
106,653,308,414,108,616,302,410,1,2
86,373,114,200,77,372,133,211,9,7
32,82,15,47,38,124,29,67,8,6
1,3,0,1,6,13,2,8,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,7,1,3,10,27,5,14,0,0
41,140,29,70,49,138,34,83,1,3
123,195,54,177,118,190,63,181,20,19
175,282,161,335,186,289,158,344,28,23
248,442,297,545,239,422,293,531,14,17
318,417,340,658,310,420,345,655,17,17
292,546,506,798,263,602,553,815,13,10
168,838,802,970,196,776,738,934,0,3
167,838,797,964,166,837,788,954,0,0
159,827,739,898,158,825,731,889,0,0
145,801,632,777,145,796,625,770,0,0
126,753,484,610,125,749,480,605,0,0
102,668,311,413,106,623,303,409,0,2
84,376,115,199,76,371,133,209,7,6
32,75,14,45,38,118,28,65,7,6
1,2,0,1,6,11,2,8,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,10,17,3,13,0,3
41,135,29,69,44,170,46,90,6,4
99,416,140,239,101,358,135,236,4,7
152,518,268,420,139,545,288,427,8,6
161,669,458,619,160,657,455,615,4,5
159,774,636,795,156,776,633,789,1,1
157,836,762,919,157,833,753,910,0,0
165,847,811,976,163,845,801,965,0,0
164,847,805,969,163,845,796,958,0,0
157,832,744,900,156,830,735,891,0,0
145,800,632,776,145,795,625,769,0,0
128,747,480,608,126,742,476,603,0,0
107,638,299,406,110,595,293,403,1,2
89,327,102,190,79,338,124,202,9,7
31,61,11,42,38,101,24,62,8,7
1,2,0,1,5,10,2,7,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,4,1,2,9,14,2,11,0,1
42,65,14,56,52,67,17,69,6,7
122,193,69,191,113,218,90,203,13,10
151,463,247,398,147,440,249,395,5,7
149,669,454,604,154,639,439,594,0,1
166,730,594,760,166,722,584,751,0,0
185,745,679,864,184,743,671,855,0,0
197,747,715,912,199,739,701,900,0,0
216,709,674,890,208,718,676,884,2,1
230,640,574,803,239,612,548,787,4,5
250,514,404,654,224,563,442,665,7,5
191,499,324,515,211,402,271,482,5,11
173,155,83,256,147,206,121,268,30,33
64,10,3,67,81,26,10,91,61,46
15,11,2,17,17,7,1,18,25,30
1,2,0,1,4,5,1,5,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,4,1,2,8,9,2,10,0,2
40,39,8,47,49,59,16,65,10,8
127,148,52,178,122,163,67,189,17,15
173,379,206,380,157,406,233,389,11,9
201,553,366,567,227,472,313,541,8,11
286,468,387,674,253,547,442,695,15,11
285,575,521,806,304,496,447,751,11,16
361,347,331,692,314,479,452,765,28,19
274,555,526,800,317,448,424,741,16,22
363,347,316,679,291,513,455,746,24,15
234,583,442,677,253,539,395,648,11,13
123,757,480,603,131,718,462,593,0,1
126,552,263,389,122,534,268,389,5,6
101,252,78,178,93,265,97,189,14,12
31,49,9,40,40,79,19,59,10,8
1,2,0,1,5,9,1,7,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,5,1,3,8,8,2,10,0,6
41,39,8,48,51,35,9,59,20,19
135,71,22,157,132,55,18,150,34,35
213,42,19,231,208,40,17,225,46,46
285,45,32,317,296,61,45,341,51,47
392,146,120,512,354,91,75,428,36,46
308,66,57,365,329,70,60,388,59,56
309,10,10,319,311,29,27,338,67,65
369,106,101,470,350,78,73,424,51,55
347,115,104,451,343,143,123,465,49,46
299,311,231,529,299,228,168,467,30,37
221,308,205,426,234,344,212,445,31,25
147,411,177,324,163,328,140,303,16,20
88,285,91,179,85,284,105,189,15,12
26,44,8,34,37,78,19,55,13,10
1,2,0,1,5,8,1,6,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,28,5,13,0,1
34,170,34,68,37,204,51,88,1,1
79,499,161,240,77,455,167,244,0,1
110,661,336,445,108,649,335,442,0,0
130,748,507,637,130,741,502,632,0,0
180,687,551,731,171,563,433,604,8,21
284,166,144,428,290,272,229,519,52,41
397,68,65,462,359,91,87,446,52,54
381,169,159,540,358,262,240,599,44,37
327,310,278,605,331,240,217,548,33,39
318,37,30,348,281,210,176,457,55,41
273,157,95,368,257,130,74,330,38,42
199,245,108,307,191,242,104,295,23,23
102,251,73,175,107,192,60,167,12,14
30,63,11,41,38,94,22,60,6,5
1,2,0,1,5,10,2,7,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,29,5,13,0,0
34,177,35,69,36,213,54,90,1,0
77,516,166,244,75,470,173,248,0,0
106,677,343,450,105,665,342,447,0,0
127,761,516,643,127,754,510,637,0,0
143,812,659,802,142,810,653,795,0,0
154,843,763,917,170,807,723,894,0,1
215,752,715,931,229,721,678,908,4,6
253,678,639,892,249,678,634,883,8,8
263,521,473,736,268,546,482,751,19,16
298,327,251,549,280,348,281,561,28,28
249,292,174,423,214,429,264,477,28,19
147,443,214,360,159,301,144,303,12,26
94,92,30,124,83,187,76,159,42,27
21,26,5,26,30,30,7,36,20,22
1,2,0,1,4,12,2,6,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,5,1,2,8,21,3,11,0,0
38,112,22,60,40,159,41,81,3,2
86,425,141,228,80,406,154,234,2,2
112,643,323,435,140,554,273,413,0,4
219,530,353,572,207,560,366,573,11,9
296,486,392,688,268,528,432,701,16,14
235,683,624,859,234,675,613,847,8,8
192,796,757,948,202,772,727,928,4,5
236,707,667,902,228,717,671,898,8,7
251,641,569,820,236,669,586,822,10,9
195,707,542,737,186,720,548,734,6,5
114,798,505,619,121,773,485,606,0,1
92,714,323,415,92,692,321,413,0,1
67,472,134,202,63,441,147,211,5,3
26,105,18,45,30,166,37,67,5,3
1,2,0,1,5,16,3,8,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,19,3,12,0,3
41,76,15,57,43,135,37,80,12,8
102,348,117,219,111,233,77,188,13,20
169,171,69,238,163,193,70,232,43,40
249,47,36,284,271,82,62,333,58,50
406,169,137,543,363,180,154,517,34,38
428,268,243,672,433,237,213,646,28,30
412,340,322,734,417,333,313,730,25,25
415,351,332,748,431,303,284,715,23,26
430,273,240,670,429,265,232,660,26,26
366,205,166,532,357,239,187,544,33,31
280,146,90,370,284,175,109,392,39,35
186,257,102,288,182,282,114,296,27,24
87,336,95,182,94,255,76,170,11,14
27,86,15,42,34,124,28,62,6,6
1,2,0,1,4,17,3,7,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,28,5,13,0,0
35,162,32,67,37,202,52,89,1,1
78,503,164,242,79,452,165,243,1,2
151,545,261,411,149,539,261,410,8,7
204,547,378,581,180,608,413,593,11,8
155,787,639,793,166,750,611,777,2,4
148,861,775,923,152,845,756,909,0,1
152,876,828,980,152,872,817,969,0,0
152,876,822,974,151,873,813,964,0,0
146,860,761,907,145,857,751,896,0,0
138,822,640,778,137,818,634,771,1,1
126,757,476,602,121,763,479,600,2,1
97,687,308,405,99,653,303,402,1,2
73,415,120,194,66,406,138,204,7,5
27,85,15,41,32,139,31,63,6,5
1,2,0,1,4,15,3,7,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,15,3,11,0,3
42,56,11,53,50,77,20,70,13,12
101,307,112,213,96,310,125,221,16,14
155,528,253,408,174,433,214,388,9,13
277,372,246,522,246,450,294,540,20,16
294,476,385,680,296,464,375,670,17,17
341,478,427,768,327,497,440,767,17,16
362,477,451,813,348,496,464,812,17,16
307,574,539,845,302,578,536,838,13,13
215,715,628,842,224,698,603,827,7,7
140,819,635,774,153,788,601,753,1,2
112,800,500,611,113,788,492,604,0,0
91,707,317,408,93,668,312,405,0,1
74,400,118,192,66,397,136,203,7,5
27,78,14,41,32,129,29,62,6,5
1,2,0,1,4,15,2,7,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,18,3,11,0,2
40,87,17,58,42,145,39,81,8,5
86,423,145,232,80,405,157,238,6,6
105,682,340,446,104,664,341,444,1,1
118,792,528,646,120,779,519,639,1,1
156,791,631,788,160,779,615,775,3,3
211,722,648,859,200,745,661,861,7,6
261,662,625,885,269,642,599,868,10,10
329,533,500,829,286,609,565,850,15,12
253,637,559,812,272,593,515,788,10,12
212,656,498,709,193,696,524,717,9,7
155,648,415,569,187,515,340,527,8,15
195,157,81,275,159,258,148,307,34,31
100,53,12,112,106,56,17,123,40,34
25,44,7,32,34,32,6,40,13,20
1,2,0,1,4,8,1,6,13,16
0,0,0,0,0,0,0,0,28,25
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,29
0,0,0,0,0,0,0,0,19,18
0,0,0,0,0,0,0,0,13,20
0,0,0,0,0,0,0,0,36,28
0,0,0,0,0,0,0,0,30,32
0,0,0,0,0,0,0,0,28,29
1,1,0,2,8,9,2,9,32,30
39,58,12,51,48,81,21,69,26,25
117,236,79,196,104,265,106,210,19,17
158,476,240,399,161,443,232,392,11,13
254,415,265,519,257,370,221,478,18,22
369,194,159,528,321,341,271,592,35,26
338,461,416,754,365,356,324,689,18,25
435,306,288,722,391,298,276,667,26,31
408,38,36,444,361,96,91,452,54,53
283,7,6,289,322,22,18,339,68,61
357,108,77,434,295,148,98,393,43,46
268,319,194,462,274,213,131,405,23,33
142,113,60,202,143,151,88,231,56,52
34,2,0,35,57,12,3,60,79,63
14,12,2,16,18,7,1,19,42,53
1,0,0,1,4,6,1,5,53,44
0,0,0,0,0,0,0,0,50,52
0,0,0,0,0,0,0,0,36,31
0,0,0,0,0,0,0,0,7,13
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,16,3,10,0,3
38,83,15,53,45,112,27,72,11,9
106,307,100,205,103,288,107,210,14,14
179,419,204,383,179,402,199,378,13,14
233,469,317,549,240,452,299,539,15,15
307,456,360,667,313,436,342,654,17,18
418,305,271,689,397,340,300,697,25,23
374,420,396,770,368,434,405,774,21,20
276,624,582,858,286,598,551,837,11,12
245,645,565,811,273,582,507,780,10,12
257,541,412,669,219,624,471,690,13,10
143,707,432,575,166,649,387,553,4,6
96,675,299,395,96,647,296,392,1,2
69,410,113,183,64,395,131,195,7,4
24,82,14,38,29,137,29,58,5,4
1,2,0,1,4,12,2,6,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,18,16
1,1,0,2,7,17,3,10,28,24
35,107,21,56,43,127,30,73,17,18
112,288,86,198,113,260,89,202,14,14
197,339,166,363,191,351,174,365,18,17
257,409,274,531,262,391,259,521,17,18
323,415,332,654,319,416,329,648,18,18
372,410,366,739,372,402,356,729,19,20
400,402,377,777,363,462,429,792,20,18
284,612,569,853,285,608,558,843,11,11
178,782,684,862,182,774,667,849,4,4
144,799,613,757,144,795,605,749,2,2
124,749,464,588,126,725,454,580,2,3
125,527,242,367,117,521,253,371,8,8
94,215,60,155,86,241,84,170,20,19
25,29,5,30,34,66,14,49,27,26
1,0,0,1,4,3,1,4,29,29
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,29,23
0,0,0,0,0,0,0,0,9,11
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,5,1,2,6,10,2,8,0,5
25,20,3,28,26,12,2,28,30,33
45,3,0,46,62,12,3,65,76,64
146,14,8,153,115,8,5,120,69,74
145,9,5,150,181,13,9,190,75,70
267,124,106,374,237,183,161,399,56,54
349,445,400,749,351,360,327,678,18,26
329,530,498,827,309,560,522,830,15,14
279,616,576,855,310,553,513,823,11,14
342,453,398,740,324,475,417,742,17,17
299,447,338,637,283,478,357,641,17,16
186,568,352,538,219,464,287,506,10,15
169,331,156,325,159,356,174,333,19,17
102,153,41,142,103,156,50,152,24,19
24,41,7,31,34,68,15,49,10,10
1,2,0,1,4,12,2,6,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,5,1,2,7,22,4,11,0,1
35,114,22,57,40,151,37,77,6,5
86,414,133,220,81,398,147,228,8,6
136,576,276,412,167,461,211,379,6,11
281,332,216,497,226,478,313,539,22,15
232,595,485,717,275,482,395,670,11,17
352,443,390,742,342,462,398,740,19,18
491,212,199,689,463,234,216,678,29,29
446,245,226,672,421,308,281,702,30,26
285,558,485,770,302,502,422,724,14,17
169,743,565,735,184,706,531,715,4,6
146,674,426,571,149,652,412,562,5,6
146,466,204,350,134,472,224,357,11,11
87,274,76,163,85,273,89,173,14,11
23,73,12,36,34,91,18,52,5,6
1,2,0,1,4,13,2,6,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,13,14
0,0,0,0,0,0,0,0,25,22
0,0,0,0,0,0,0,0,25,27
0,0,0,0,0,0,0,0,32,31
0,0,0,0,0,0,0,0,32,32
1,2,0,2,6,4,1,6,27,30
30,12,2,33,43,23,6,49,35,34
114,41,12,126,117,34,11,129,44,43
218,37,18,237,222,63,33,255,46,41
318,70,46,364,315,60,40,355,42,43
401,70,57,458,391,127,104,496,43,37
451,204,182,633,448,177,159,608,30,33
459,262,245,704,447,276,256,702,27,26
448,265,248,695,448,264,243,691,27,27
432,243,208,640,420,258,220,641,27,27
372,216,168,540,367,207,164,531,30,30
309,110,64,372,295,183,106,401,36,30
196,222,94,291,199,157,68,267,24,30
98,85,26,124,97,115,43,140,33,32
21,12,2,23,32,16,3,35,38,36
0,0,0,0,3,1,0,3,32,34
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,29,29
1,1,0,1,7,11,2,8,27,26
32,111,22,53,36,159,40,75,17,16
80,444,140,219,76,408,149,224,2,6
127,594,283,408,143,532,251,393,5,7
238,456,293,531,223,499,314,537,15,13
264,524,420,684,266,513,408,674,14,15
279,581,513,793,281,569,501,782,12,13
280,610,570,850,263,637,589,853,12,10
213,734,680,893,232,693,637,868,6,8
238,648,564,802,214,692,595,809,10,8
187,693,520,706,191,674,503,694,7,7
151,654,400,551,148,651,400,548,6,6
138,459,206,344,131,414,205,336,11,17
90,106,33,124,81,178,68,149,34,27
20,13,2,22,29,16,3,32,31,33
0,0,0,0,3,3,0,3,26,27
0,0,0,0,0,0,0,0,29,29
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,32,32
0,0,0,0,0,0,0,0,32,27
0,0,0,0,0,0,0,0,20,25
1,1,0,1,6,10,2,7,31,27
30,115,22,52,36,149,36,73,25,23
89,396,121,211,87,354,126,213,4,11
143,522,252,394,129,546,274,403,8,6
140,708,468,608,139,697,464,603,4,4
140,814,643,783,141,805,631,773,1,1
158,823,730,889,159,818,718,877,2,2
182,800,745,927,183,792,731,914,3,4
205,748,692,897,201,752,689,890,6,5
190,745,646,836,191,739,634,825,5,5
166,734,555,721,163,741,553,715,5,4
122,748,450,572,125,733,437,563,1,2
87,691,291,379,87,663,290,377,0,1
58,441,113,171,54,416,128,182,2,1
16,96,16,33,23,150,30,52,1,1
0,1,0,1,2,11,2,4,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,4,1,2,5,25,4,9,0,0
27,156,29,55,31,194,46,77,1,0
77,466,140,217,70,440,154,225,2,1
102,665,324,427,99,658,327,426,1,1
114,790,515,629,116,776,506,621,0,0
153,784,617,771,170,747,579,748,2,4
294,553,486,780,296,539,462,758,13,14
450,256,237,687,397,364,332,729,28,23
353,457,417,770,336,480,431,767,19,18
198,730,630,828,261,584,505,766,6,12
298,402,311,608,235,552,417,652,20,13
192,547,318,510,220,451,261,481,11,15
148,363,168,316,132,397,197,329,18,16
95,110,27,123,92,145,47,139,27,19
19,37,6,25,30,53,10,41,9,10
0,1,0,1,2,11,2,4,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,2,6,6,1,7,1,6
29,17,3,32,41,42,11,52,26,21
111,142,47,158,116,133,50,165,31,29
204,265,127,331,210,225,108,317,22,24
310,213,132,442,312,184,111,423,28,30
404,138,110,514,401,150,117,518,35,33
452,139,120,572,433,98,84,517,36,41
387,17,16,403,386,44,39,425,58,54
302,3,3,305,330,6,5,335,68,64
358,24,19,377,355,33,26,380,56,55
384,63,48,432,337,41,31,368,42,51
209,16,11,220,224,28,20,244,63,61
96,3,1,97,109,4,2,110,73,68
63,12,2,65,59,9,2,60,54,54
17,10,2,19,24,8,1,25,35,38
1,0,0,1,3,1,0,3,32,36
0,0,0,0,0,0,0,0,41,38
0,0,0,0,0,0,0,0,38,40
0,0,0,0,0,0,0,0,36,39
0,0,0,0,0,0,0,0,43,44
0,0,0,0,0,0,0,0,55,54
0,0,0,0,0,0,0,0,57,53
0,0,0,0,0,0,0,0,45,47
0,0,0,0,0,0,0,0,44,46
1,1,0,1,6,5,1,6,47,42
32,25,4,36,42,27,6,48,33,39
116,51,14,130,120,46,14,134,38,36
225,72,37,262,224,67,33,256,39,40
316,67,40,356,314,61,38,352,42,42
397,61,49,447,377,124,105,482,44,39
348,399,359,707,339,383,347,686,22,24
263,638,589,853,283,588,540,824,11,13
271,620,569,840,248,660,599,847,11,9
184,762,652,835,189,749,631,820,4,5
129,826,614,743,134,810,597,731,1,1
105,793,470,575,109,767,457,566,0,1
112,525,235,347,106,502,242,348,9,10
92,128,33,125,77,210,74,151,23,16
18,32,5,23,29,46,9,38,10,11
0,1,0,0,3,6,1,3,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,1,2,6,16,3,8,0,1
32,76,14,46,41,97,23,63,7,8
95,303,96,191,81,338,127,207,14,9
102,658,317,419,107,602,306,412,3,5
115,785,510,625,113,782,506,619,0,0
128,843,663,791,128,835,653,781,0,0
139,870,764,903,139,865,753,892,0,0
148,872,804,952,146,873,798,944,0,0
146,873,800,946,146,870,790,935,0,0
140,859,736,876,140,853,725,865,0,0
151,764,574,724,146,769,574,720,4,3
139,694,405,545,128,715,421,549,5,3
97,614,263,359,103,543,247,350,4,8
78,222,60,137,66,271,92,158,18,17
17,29,5,22,28,53,10,38,28,27
0,0,0,0,2,1,0,2,30,28
0,0,0,0,0,0,0,0,25,28
0,0,0,0,0,0,0,0,29,21
0,0,0,0,0,0,0,0,9,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,2,2
1,3,1,2,5,15,3,8,1,2
30,74,14,44,39,106,25,63,7,7
92,315,99,191,88,308,111,198,12,10
124,569,274,397,125,537,269,394,6,7
147,689,445,593,161,641,412,573,4,7
196,673,527,723,177,711,556,732,8,6
162,809,714,875,173,779,683,855,2,4
150,860,793,944,152,852,778,930,0,1
158,841,768,925,153,849,767,920,1,1
141,850,723,865,144,840,708,852,0,1
126,827,614,740,125,823,607,732,0,0
109,770,456,565,108,764,452,560,0,0
85,673,274,360,87,630,271,358,0,1
58,365,93,151,54,362,112,166,5,3
16,54,9,25,23,104,20,43,3,3
0,0,0,0,2,6,1,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,5,6
1,2,0,1,5,11,2,7,10,8
31,35,6,37,42,35,7,49,17,19
116,97,31,147,115,120,45,160,30,24
188,292,146,334,175,302,164,338,21,21
242,421,263,505,250,369,234,485,17,20
307,384,307,613,304,403,308,612,22,20
375,366,316,690,358,382,332,689,22,22
426,310,285,711,423,252,229,652,25,30
461,119,109,570,411,260,233,644,39,30
326,439,362,687,307,435,345,652,20,22
155,749,556,711,214,593,442,656,4,10
196,501,295,491,160,599,353,513,13,8
114,523,216,330,139,378,162,302,9,17
75,163,44,119,64,233,79,143,21,13
14,37,6,20,24,34,6,30,3,9
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,0,1,5,15,2,8,0,0
28,108,20,48,31,161,38,70,2,1
72,449,136,208,66,423,149,216,1,1
93,693,326,419,92,672,324,416,0,0
109,796,508,618,109,788,503,612,0,0
124,847,657,782,124,843,649,773,0,0
136,871,758,895,136,867,748,885,0,0
145,875,803,948,143,874,795,938,0,0
144,874,795,939,143,872,786,929,0,0
136,863,732,868,134,863,724,859,0,0
120,846,619,739,120,841,612,731,0,0
101,797,461,562,102,786,456,557,0,0
84,672,272,355,84,628,269,353,0,2
60,326,84,144,54,335,105,159,7,4
